,Date,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares,Open,High,Low,Close,Volume,OpenInt
0,2013-01-07,0.10126582278481013,0.08860759493670886,0.11392405063291139,0.05063291139240506,0.45569620253164556,0.11392405063291139,0.48068998755956965,0.1765406230792533,0.052166811661736714,0.015850109262063424,0.7604136506418482,0.23958634935815196,0.3756215199904304,0.09547564250098979,0.8147679324894433,-0.2336003251206583,-0.46191983122363284,-0.0950572634116902,0.3116663926790214,0.025180831826434175,0.32908104553674683,0.17680831826405446,2004.5569620253164,68.182,68.314,66.248,66.943,8156847,0
1,2013-01-08,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.4556408271594999,0.16193849372789165,0.04841442414030833,0.015217689050251665,0.7562236036775833,0.24377639632241666,0.3752131464990833,0.12089646464658332,0.7916666666666666,-0.24219337214058334,-0.5041666666666667,-0.09062500000000001,0.23888888888891668,0.08611111111108333,0.3388888888889166,0.10277777777775,1493.5833333333333,66.16,66.663,64.286,65.184,23052867,0
2,2013-01-09,0.1348314606741573,0.19101123595505617,0.11235955056179775,0.033707865168539325,0.23595505617977527,0.12359550561797752,0.4671164028397641,0.14561467113085255,0.046496518913019334,0.01502086953975034,0.7415047193803933,0.2584952806196044,0.3710500737915169,0.1101498127341213,0.7815810593900451,-0.2765909160948989,-0.5215400392366852,-0.11791064740506627,0.2508492833633045,0.0511334249396281,0.38507071112407526,0.15913904291715622,2536.303370786517,65.87100000000001,67.541,65.87100000000001,67.497,12414423,0
3,2013-01-10,0.125,0.1875,0.2,0.0125,0.2375,0.0625,0.46225983049338737,0.1565781527657471,0.04730508567738577,0.017238825051883875,0.7301176303552377,0.26988236964475887,0.36744708882617505,0.09911458333337869,0.7650757575757626,-0.24438252079667122,-0.5013888888889126,-0.09144345238099032,0.19986268939391252,0.04059185606063376,0.38972064393938755,0.09642518939396624,2085.2,67.646,67.812,66.969,67.79,5709550,0
4,2013-01-11,0.09803921568627451,0.13725490196078433,0.0784313725490196,0.058823529411764705,0.3333333333333333,0.1568627450980392,0.48083602725584307,0.16683912354120822,0.043515502911258816,0.01671249828397941,0.726260090623294,0.273739909376704,0.40796707991380377,0.10256833036248036,0.8303921568627451,-0.24479124966952934,-0.49735838779958824,-0.10117102396515483,0.35414650708766665,0.053679653679680396,0.3290934555640686,0.18668618962741765,3621.843137254902,66.565,66.918,65.59899999999999,66.09,11156403,0
5,2013-01-14,0.10256410256410256,0.1794871794871795,0.20512820512820512,0.07692307692307693,0.16666666666666666,0.15384615384615385,0.4409564420211793,0.13205424990181255,0.043407384229911423,0.016328201259840507,0.7129536395158076,0.2870463604841936,0.3618421236239999,0.08972513597513587,0.8128205128205127,-0.2590480245225974,-0.5076643264143281,-0.10617720954262176,0.2904058904058897,0.0969928219928423,0.3031514781514681,0.15822603322606282,2160.7820512820513,66.15,67.34899999999999,65.862,67.313,7074813,0
6,2013-01-15,0.11688311688311688,0.12987012987012986,0.15584415584415584,0.1038961038961039,0.15584415584415584,0.2077922077922078,0.454447938966974,0.12157023145594993,0.04441817953797662,0.018472470973297538,0.7099923997824805,0.2900076002175273,0.3591607390142337,0.08574380165292725,0.7655844155844158,-0.2576674536482897,-0.5188517831375327,-0.1027048348477094,0.26472095725342076,0.06337235996328572,0.3589836209966116,0.14671553194282078,2209.896103896104,67.013,67.69,66.985,67.654,4411445,0
7,2013-01-16,0.125,0.1111111111111111,0.125,0.08333333333333333,0.2222222222222222,0.2222222222222222,0.4506625673996806,0.11589203818858722,0.04261542438635555,0.01714510657119694,0.71090977788275,0.28909022211724994,0.35386460345674986,0.09749939874942082,0.7170138888888888,-0.26016880319544433,-0.4862185846560974,-0.1061673280423448,0.21863776655442227,0.05422102974187361,0.37256593714925834,0.12598028900113192,2862.097222222222,64.938,65.633,64.684,65.369,20554622,0
8,2013-01-17,0.10294117647058823,0.11764705882352941,0.22058823529411764,0.07352941176470588,0.16176470588235295,0.14705882352941177,0.45080877745304404,0.12598281583328533,0.04274959910932117,0.01795624735909309,0.6918633424974708,0.30813665750253094,0.3637956419537205,0.09902963458112793,0.7752450980392058,-0.2516198704637646,-0.5154061624650146,-0.10186157796455877,0.2063136618283544,0.031681308887219116,0.3824118283676985,0.09818457686106619,2482.573529411765,63.997,66.503,63.91,66.179,24866701,0
9,2013-01-18,0.07142857142857142,0.17857142857142858,0.125,0.08928571428571429,0.16071428571428573,0.19642857142857142,0.46302386909908927,0.13617893359442035,0.041411110097459645,0.017548062384300355,0.7071775393217322,0.2928224606782767,0.3703834769148446,0.11389339826847497,0.772916666666666,-0.25000175644107153,-0.4789753401360536,-0.10538548752838033,0.29080859616572685,0.13465329313544286,0.34226963512678565,0.16768900742115717,2291.1785714285716,66.09,66.09,65.324,65.984,12317080,0
